Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","2","Afghanistan","5510","Production","333","Linseed","2007","2007","tonnes","1200","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","333","Linseed","2008","2008","tonnes","1300","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","56","Maize","2006","2006","tonnes","359000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","56","Maize","2007","2007","tonnes","360000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","56","Maize","2008","2008","tonnes","360000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","568","Melons, other (inc.cantaloupes)","2006","2006","tonnes","300000","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","568","Melons, other (inc.cantaloupes)","2007","2007","tonnes","300000","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","568","Melons, other (inc.cantaloupes)","2008","2008","tonnes","300000","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","79","Millet","2006","2006","tonnes","12000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","79","Millet","2007","2007","tonnes","20000","*","Unofficial figure"
"QC","Crops","2","Afghanistan","5510","Production","79","Millet","2008","2008","tonnes","22000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","234","Nuts, nes","2006","2006","tonnes","893","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","234","Nuts, nes","2007","2007","tonnes","900","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","234","Nuts, nes","2008","2008","tonnes","873","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","260","Olives","2006","2006","tonnes","1592","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","260","Olives","2007","2007","tonnes","1592","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","260","Olives","2008","2008","tonnes","5800","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","403","Onions, dry","2006","2006","tonnes","417022","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","403","Onions, dry","2007","2007","tonnes","390207","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","403","Onions, dry","2008","2008","tonnes","363392","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","490","Oranges","2006","2006","tonnes","6284","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","490","Oranges","2007","2007","tonnes","7109","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","490","Oranges","2008","2008","tonnes","6500","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","534","Peaches and nectarines","2006","2006","tonnes","14700","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","534","Peaches and nectarines","2007","2007","tonnes","13622","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","534","Peaches and nectarines","2008","2008","tonnes","24960","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","521","Pears","2006","2006","tonnes","3540","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","521","Pears","2007","2007","tonnes","2145","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","521","Pears","2008","2008","tonnes","3500","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","223","Pistachios","2006","2006","tonnes","2457","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","223","Pistachios","2007","2007","tonnes","2800","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","223","Pistachios","2008","2008","tonnes","3300","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","536","Plums and sloes","2006","2006","tonnes","53000","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","536","Plums and sloes","2007","2007","tonnes","50838","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","536","Plums and sloes","2008","2008","tonnes","34500","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","116","Potatoes","2006","2006","tonnes","300000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","116","Potatoes","2007","2007","tonnes","300800","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","116","Potatoes","2008","2008","tonnes","280000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","211","Pulses, nes","2006","2006","tonnes","42100","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","211","Pulses, nes","2007","2007","tonnes","40505","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","211","Pulses, nes","2008","2008","tonnes","51000","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","27","Rice, paddy","2006","2006","tonnes","540000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","27","Rice, paddy","2007","2007","tonnes","552000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","27","Rice, paddy","2008","2008","tonnes","612000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","328","Seed cotton","2006","2006","tonnes","32000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","328","Seed cotton","2007","2007","tonnes","35051","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","328","Seed cotton","2008","2008","tonnes","35000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","289","Sesame seed","2006","2006","tonnes","32000","*","Unofficial figure"
"QC","Crops","2","Afghanistan","5510","Production","289","Sesame seed","2007","2007","tonnes","32000","*","Unofficial figure"
"QC","Crops","2","Afghanistan","5510","Production","289","Sesame seed","2008","2008","tonnes","32000","*","Unofficial figure"
"QC","Crops","2","Afghanistan","5510","Production","723","Spices, nes","2006","2006","tonnes","3","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","723","Spices, nes","2007","2007","tonnes","3","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","723","Spices, nes","2008","2008","tonnes","3","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","157","Sugar beet","2006","2006","tonnes","3000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","157","Sugar beet","2007","2007","tonnes","12938","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","157","Sugar beet","2008","2008","tonnes","13316","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","156","Sugar cane","2006","2006","tonnes","70000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","156","Sugar cane","2007","2007","tonnes","74000","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","156","Sugar cane","2008","2008","tonnes","62960","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","267","Sunflower seed","2006","2006","tonnes","9500","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","267","Sunflower seed","2007","2007","tonnes","4400","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","267","Sunflower seed","2008","2008","tonnes","1400","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","463","Vegetables, fresh nes","2006","2006","tonnes","620000","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","463","Vegetables, fresh nes","2007","2007","tonnes","650000","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","463","Vegetables, fresh nes","2008","2008","tonnes","646000","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","222","Walnuts, with shell","2006","2006","tonnes","5000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","222","Walnuts, with shell","2007","2007","tonnes","9206","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","222","Walnuts, with shell","2008","2008","tonnes","9660","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","567","Watermelons","2006","2006","tonnes","200000","F","FAO estimate"
"QC","Crops","2","Afghanistan","5510","Production","567","Watermelons","2007","2007","tonnes","211535","Im","FAO data based on imputation methodology"
"QC","Crops","2","Afghanistan","5510","Production","567","Watermelons","2008","2008","tonnes","200000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","15","Wheat","2006","2006","tonnes","3363000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","15","Wheat","2007","2007","tonnes","4484000","","Official data"
"QC","Crops","2","Afghanistan","5510","Production","15","Wheat","2008","2008","tonnes","2623000","","Official data"
"QC","Crops","3","Albania","5510","Production","515","Apples","2006","2006","tonnes","27566","","Official data"
"QC","Crops","3","Albania","5510","Production","515","Apples","2007","2007","tonnes","36000","","Official data"
"QC","Crops","3","Albania","5510","Production","515","Apples","2008","2008","tonnes","45000","","Official data"
"QC","Crops","3","Albania","5510","Production","526","Apricots","2006","2006","tonnes","1900","","Official data"
"QC","Crops","3","Albania","5510","Production","526","Apricots","2007","2007","tonnes","2000","","Official data"
"QC","Crops","3","Albania","5510","Production","526","Apricots","2008","2008","tonnes","3500","","Official data"
"QC","Crops","3","Albania","5510","Production","44","Barley","2006","2006","tonnes","6000","","Official data"
"QC","Crops","3","Albania","5510","Production","44","Barley","2007","2007","tonnes","3500","","Official data"
"QC","Crops","3","Albania","5510","Production","44","Barley","2008","2008","tonnes","3600","","Official data"
"QC","Crops","3","Albania","5510","Production","176","Beans, dry","2006","2006","tonnes","24300","","Official data"
"QC","Crops","3","Albania","5510","Production","176","Beans, dry","2007","2007","tonnes","20800","","Official data"
"QC","Crops","3","Albania","5510","Production","176","Beans, dry","2008","2008","tonnes","21800","","Official data"
"QC","Crops","3","Albania","5510","Production","414","Beans, green","2006","2006","tonnes","16000","*","Unofficial figure"
"QC","Crops","3","Albania","5510","Production","414","Beans, green","2007","2007","tonnes","7000","","Official data"
"QC","Crops","3","Albania","5510","Production","414","Beans, green","2008","2008","tonnes","7100","","Official data"
"QC","Crops","3","Albania","5510","Production","181","Broad beans, horse beans, dry","2006","2006","tonnes","203","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","181","Broad beans, horse beans, dry","2007","2007","tonnes","203","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","181","Broad beans, horse beans, dry","2008","2008","tonnes","206","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","358","Cabbages and other brassicas","2006","2006","tonnes","35129","","Official data"
"QC","Crops","3","Albania","5510","Production","358","Cabbages and other brassicas","2007","2007","tonnes","25000","","Official data"
"QC","Crops","3","Albania","5510","Production","358","Cabbages and other brassicas","2008","2008","tonnes","30400","","Official data"
"QC","Crops","3","Albania","5510","Production","426","Carrots and turnips","2006","2006","tonnes","1268","","Official data"
"QC","Crops","3","Albania","5510","Production","426","Carrots and turnips","2007","2007","tonnes","4000","","Official data"
"QC","Crops","3","Albania","5510","Production","426","Carrots and turnips","2008","2008","tonnes","6400","","Official data"
"QC","Crops","3","Albania","5510","Production","393","Cauliflowers and broccoli","2006","2006","tonnes","3210","","Official data"
"QC","Crops","3","Albania","5510","Production","393","Cauliflowers and broccoli","2007","2007","tonnes","3000","","Official data"
"QC","Crops","3","Albania","5510","Production","393","Cauliflowers and broccoli","2008","2008","tonnes","5150","","Official data"
"QC","Crops","3","Albania","5510","Production","531","Cherries","2006","2006","tonnes","7680","","Official data"
"QC","Crops","3","Albania","5510","Production","531","Cherries","2007","2007","tonnes","7500","","Official data"
"QC","Crops","3","Albania","5510","Production","531","Cherries","2008","2008","tonnes","8000","","Official data"
"QC","Crops","3","Albania","5510","Production","530","Cherries, sour","2006","2006","tonnes","13600","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","530","Cherries, sour","2007","2007","tonnes","13000","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","530","Cherries, sour","2008","2008","tonnes","13703","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","220","Chestnut","2006","2006","tonnes","5000","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","220","Chestnut","2007","2007","tonnes","5000","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","220","Chestnut","2008","2008","tonnes","5000","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","401","Chillies and peppers, green","2006","2006","tonnes","49078","","Official data"
"QC","Crops","3","Albania","5510","Production","401","Chillies and peppers, green","2007","2007","tonnes","45000","","Official data"
"QC","Crops","3","Albania","5510","Production","401","Chillies and peppers, green","2008","2008","tonnes","46600","","Official data"
"QC","Crops","3","Albania","5510","Production","767","Cotton lint","2006","2006","tonnes","310","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","767","Cotton lint","2007","2007","tonnes","250","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","767","Cotton lint","2008","2008","tonnes","190","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","329","Cottonseed","2006","2006","tonnes","616","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","329","Cottonseed","2007","2007","tonnes","600","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","329","Cottonseed","2008","2008","tonnes","466","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","397","Cucumbers and gherkins","2006","2006","tonnes","52912","","Official data"
"QC","Crops","3","Albania","5510","Production","397","Cucumbers and gherkins","2007","2007","tonnes","50000","","Official data"
"QC","Crops","3","Albania","5510","Production","397","Cucumbers and gherkins","2008","2008","tonnes","55700","","Official data"
"QC","Crops","3","Albania","5510","Production","577","Dates","2006","2006","tonnes","7900","","Official data"
"QC","Crops","3","Albania","5510","Production","577","Dates","2007","2007","tonnes","8000","","Official data"
"QC","Crops","3","Albania","5510","Production","577","Dates","2008","2008","tonnes","9000","","Official data"
"QC","Crops","3","Albania","5510","Production","399","Eggplants (aubergines)","2006","2006","tonnes","17094","","Official data"
"QC","Crops","3","Albania","5510","Production","399","Eggplants (aubergines)","2007","2007","tonnes","20000","","Official data"
"QC","Crops","3","Albania","5510","Production","399","Eggplants (aubergines)","2008","2008","tonnes","17400","","Official data"
"QC","Crops","3","Albania","5510","Production","569","Figs","2006","2006","tonnes","16650","","Official data"
"QC","Crops","3","Albania","5510","Production","569","Figs","2007","2007","tonnes","16000","","Official data"
"QC","Crops","3","Albania","5510","Production","569","Figs","2008","2008","tonnes","18000","","Official data"
"QC","Crops","3","Albania","5510","Production","512","Fruit, citrus nes","2006","2006","tonnes","","M","Data not available"
"QC","Crops","3","Albania","5510","Production","512","Fruit, citrus nes","2007","2007","tonnes","","M","Data not available"
"QC","Crops","3","Albania","5510","Production","512","Fruit, citrus nes","2008","2008","tonnes","200","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","619","Fruit, fresh nes","2006","2006","tonnes","12500","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","619","Fruit, fresh nes","2007","2007","tonnes","15462","","Official data"
"QC","Crops","3","Albania","5510","Production","619","Fruit, fresh nes","2008","2008","tonnes","10560","","Official data"
"QC","Crops","3","Albania","5510","Production","406","Garlic","2006","2006","tonnes","5917","","Official data"
"QC","Crops","3","Albania","5510","Production","406","Garlic","2007","2007","tonnes","6000","","Official data"
"QC","Crops","3","Albania","5510","Production","406","Garlic","2008","2008","tonnes","6660","","Official data"
"QC","Crops","3","Albania","5510","Production","560","Grapes","2006","2006","tonnes","127800","","Official data"
"QC","Crops","3","Albania","5510","Production","560","Grapes","2007","2007","tonnes","146500","","Official data"
"QC","Crops","3","Albania","5510","Production","560","Grapes","2008","2008","tonnes","153900","","Official data"
"QC","Crops","3","Albania","5510","Production","677","Hops","2006","2006","tonnes","1000","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","677","Hops","2007","2007","tonnes","1028","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","677","Hops","2008","2008","tonnes","1036","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","407","Leeks, other alliaceous vegetables","2006","2006","tonnes","22495","","Official data"
"QC","Crops","3","Albania","5510","Production","407","Leeks, other alliaceous vegetables","2007","2007","tonnes","20000","","Official data"
"QC","Crops","3","Albania","5510","Production","407","Leeks, other alliaceous vegetables","2008","2008","tonnes","23600","","Official data"
"QC","Crops","3","Albania","5510","Production","497","Lemons and limes","2006","2006","tonnes","860","","Official data"
"QC","Crops","3","Albania","5510","Production","497","Lemons and limes","2007","2007","tonnes","1525","","Official data"
"QC","Crops","3","Albania","5510","Production","497","Lemons and limes","2008","2008","tonnes","2840","","Official data"
"QC","Crops","3","Albania","5510","Production","372","Lettuce and chicory","2006","2006","tonnes","6843","","Official data"
"QC","Crops","3","Albania","5510","Production","372","Lettuce and chicory","2007","2007","tonnes","2000","","Official data"
"QC","Crops","3","Albania","5510","Production","372","Lettuce and chicory","2008","2008","tonnes","6000","","Official data"
"QC","Crops","3","Albania","5510","Production","56","Maize","2006","2006","tonnes","245400","","Official data"
"QC","Crops","3","Albania","5510","Production","56","Maize","2007","2007","tonnes","215900","","Official data"
"QC","Crops","3","Albania","5510","Production","56","Maize","2008","2008","tonnes","245000","","Official data"
"QC","Crops","3","Albania","5510","Production","568","Melons, other (inc.cantaloupes)","2006","2006","tonnes","40805","","Official data"
"QC","Crops","3","Albania","5510","Production","568","Melons, other (inc.cantaloupes)","2007","2007","tonnes","40000","","Official data"
"QC","Crops","3","Albania","5510","Production","568","Melons, other (inc.cantaloupes)","2008","2008","tonnes","74800","","Official data"
"QC","Crops","3","Albania","5510","Production","449","Mushrooms and truffles","2006","2006","tonnes","100","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","449","Mushrooms and truffles","2007","2007","tonnes","100","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","449","Mushrooms and truffles","2008","2008","tonnes","100","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","234","Nuts, nes","2006","2006","tonnes","5356","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","234","Nuts, nes","2007","2007","tonnes","5613","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","234","Nuts, nes","2008","2008","tonnes","5871","Im","FAO data based on imputation methodology"
"QC","Crops","3","Albania","5510","Production","75","Oats","2006","2006","tonnes","22600","","Official data"
"QC","Crops","3","Albania","5510","Production","75","Oats","2007","2007","tonnes","21400","","Official data"
"QC","Crops","3","Albania","5510","Production","75","Oats","2008","2008","tonnes","21800","","Official data"
"QC","Crops","3","Albania","5510","Production","430","Okra","2006","2006","tonnes","10500","*","Unofficial figure"
"QC","Crops","3","Albania","5510","Production","430","Okra","2007","2007","tonnes","7400","*","Unofficial figure"
"QC","Crops","3","Albania","5510","Production","430","Okra","2008","2008","tonnes","8000","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","260","Olives","2006","2006","tonnes","40200","","Official data"
"QC","Crops","3","Albania","5510","Production","260","Olives","2007","2007","tonnes","27600","","Official data"
"QC","Crops","3","Albania","5510","Production","260","Olives","2008","2008","tonnes","56200","","Official data"
"QC","Crops","3","Albania","5510","Production","403","Onions, dry","2006","2006","tonnes","61691","","Official data"
"QC","Crops","3","Albania","5510","Production","403","Onions, dry","2007","2007","tonnes","60000","","Official data"
"QC","Crops","3","Albania","5510","Production","403","Onions, dry","2008","2008","tonnes","61300","","Official data"
"QC","Crops","3","Albania","5510","Production","402","Onions, shallots, green","2006","2006","tonnes","13299","","Official data"
"QC","Crops","3","Albania","5510","Production","402","Onions, shallots, green","2007","2007","tonnes","13000","","Official data"
"QC","Crops","3","Albania","5510","Production","402","Onions, shallots, green","2008","2008","tonnes","25780","","Official data"
"QC","Crops","3","Albania","5510","Production","490","Oranges","2006","2006","tonnes","3670","","Official data"
"QC","Crops","3","Albania","5510","Production","490","Oranges","2007","2007","tonnes","4200","","Official data"
"QC","Crops","3","Albania","5510","Production","490","Oranges","2008","2008","tonnes","4500","","Official data"
"QC","Crops","3","Albania","5510","Production","534","Peaches and nectarines","2006","2006","tonnes","7540","","Official data"
"QC","Crops","3","Albania","5510","Production","534","Peaches and nectarines","2007","2007","tonnes","7500","","Official data"
"QC","Crops","3","Albania","5510","Production","534","Peaches and nectarines","2008","2008","tonnes","9000","","Official data"
"QC","Crops","3","Albania","5510","Production","521","Pears","2006","2006","tonnes","4760","","Official data"
"QC","Crops","3","Albania","5510","Production","521","Pears","2007","2007","tonnes","4700","","Official data"
"QC","Crops","3","Albania","5510","Production","521","Pears","2008","2008","tonnes","5570","","Official data"
"QC","Crops","3","Albania","5510","Production","417","Peas, green","2006","2006","tonnes","1914","","Official data"
"QC","Crops","3","Albania","5510","Production","417","Peas, green","2007","2007","tonnes","2000","","Official data"
"QC","Crops","3","Albania","5510","Production","417","Peas, green","2008","2008","tonnes","2430","","Official data"
"QC","Crops","3","Albania","5510","Production","536","Plums and sloes","2006","2006","tonnes","18000","","Official data"
"QC","Crops","3","Albania","5510","Production","536","Plums and sloes","2007","2007","tonnes","20000","","Official data"
"QC","Crops","3","Albania","5510","Production","536","Plums and sloes","2008","2008","tonnes","22000","","Official data"
"QC","Crops","3","Albania","5510","Production","116","Potatoes","2006","2006","tonnes","162600","","Official data"
"QC","Crops","3","Albania","5510","Production","116","Potatoes","2007","2007","tonnes","154900","","Official data"
"QC","Crops","3","Albania","5510","Production","116","Potatoes","2008","2008","tonnes","190000","","Official data"
"QC","Crops","3","Albania","5510","Production","211","Pulses, nes","2006","2006","tonnes","600","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","211","Pulses, nes","2007","2007","tonnes","500","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","211","Pulses, nes","2008","2008","tonnes","600","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","394","Pumpkins, squash and gourds","2006","2006","tonnes","5374","","Official data"
"QC","Crops","3","Albania","5510","Production","394","Pumpkins, squash and gourds","2007","2007","tonnes","7000","","Official data"
"QC","Crops","3","Albania","5510","Production","394","Pumpkins, squash and gourds","2008","2008","tonnes","5470","","Official data"
"QC","Crops","3","Albania","5510","Production","523","Quinces","2006","2006","tonnes","1500","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","523","Quinces","2007","2007","tonnes","2813","","Official data"
"QC","Crops","3","Albania","5510","Production","523","Quinces","2008","2008","tonnes","3000","","Official data"
"QC","Crops","3","Albania","5510","Production","27","Rice, paddy","2006","2006","tonnes","","M","Data not available"
"QC","Crops","3","Albania","5510","Production","27","Rice, paddy","2007","2007","tonnes","","M","Data not available"
"QC","Crops","3","Albania","5510","Production","27","Rice, paddy","2008","2008","tonnes","","M","Data not available"
"QC","Crops","3","Albania","5510","Production","71","Rye","2006","2006","tonnes","2600","","Official data"
"QC","Crops","3","Albania","5510","Production","71","Rye","2007","2007","tonnes","3300","","Official data"
"QC","Crops","3","Albania","5510","Production","71","Rye","2008","2008","tonnes","3100","","Official data"
"QC","Crops","3","Albania","5510","Production","328","Seed cotton","2006","2006","tonnes","1000","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","328","Seed cotton","2007","2007","tonnes","900","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","328","Seed cotton","2008","2008","tonnes","700","F","FAO estimate"
"QC","Crops","3","Albania","5510","Production","83","Sorghum","2006","2006","tonnes","","M","Data not available"
